Plot Title: HOBO_2350,,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 21162350, SEN S/N: 21162350)",Coupler Attached (LGR S/N: 21162350),Host Connected (LGR S/N: 21162350),Stopped (LGR S/N: 21162350),End Of File (LGR S/N: 21162350)
1,02/10/24 03:00:00 PM,6.268,,,,
2,02/10/24 04:00:00 PM,4.519,,,,
3,02/10/24 05:00:00 PM,4.519,,,,
4,02/10/24 06:00:00 PM,-1.114,,,,
5,02/10/24 07:00:00 PM,-1.570,,,,
6,02/10/24 08:00:00 PM,-1.799,,,,
7,02/10/24 09:00:00 PM,-3.553,,,,
8,02/10/24 10:00:00 PM,-4.152,,,,
9,02/10/24 11:00:00 PM,-4.514,,,,
10,02/11/24 12:00:00 AM,-5.496,,,,
11,02/11/24 01:00:00 AM,-5.995,,,,
12,02/11/24 02:00:00 AM,-5.995,,,,
13,02/11/24 03:00:00 AM,-6.499,,,,
14,02/11/24 04:00:00 AM,-6.882,,,,
15,02/11/24 05:00:00 AM,-7.527,,,,
16,02/11/24 06:00:00 AM,-8.580,,,,
17,02/11/24 07:00:00 AM,-9.252,,,,
18,02/11/24 08:00:00 AM,-9.388,,,,
19,02/11/24 09:00:00 AM,-6.754,,,,
20,02/11/24 10:00:00 AM,-5.003,,,,
21,02/11/24 11:00:00 AM,-3.316,,,,
22,02/11/24 12:00:00 PM,0.010,,,,
23,02/11/24 01:00:00 PM,14.230,,,,
24,02/11/24 02:00:00 PM,4.311,,,,
25,02/11/24 03:00:00 PM,10.259,,,,
26,02/11/24 04:00:00 PM,5.757,,,,
27,02/11/24 05:00:00 PM,12.980,,,,
28,02/11/24 06:00:00 PM,-0.325,,,,
29,02/11/24 07:00:00 PM,-2.844,,,,
30,02/11/24 08:00:00 PM,-2.844,,,,
31,02/11/24 09:00:00 PM,-2.494,,,,
32,02/11/24 10:00:00 PM,-2.727,,,,
33,02/11/24 11:00:00 PM,-4.272,,,,
34,02/12/24 12:00:00 AM,-5.003,,,,
35,02/12/24 01:00:00 AM,-4.880,,,,
36,02/12/24 02:00:00 AM,-5.995,,,,
37,02/12/24 03:00:00 AM,-6.626,,,,
38,02/12/24 04:00:00 AM,-6.626,,,,
39,02/12/24 05:00:00 AM,-4.514,,,,
40,02/12/24 06:00:00 AM,-4.880,,,,
41,02/12/24 07:00:00 AM,-6.882,,,,
42,02/12/24 08:00:00 AM,-7.527,,,,
43,02/12/24 09:00:00 AM,-5.995,,,,
44,02/12/24 10:00:00 AM,-3.672,,,,
45,02/12/24 11:00:00 AM,-1.228,,,,
46,02/12/24 12:00:00 PM,2.303,,,,
47,02/12/24 01:00:00 PM,16.999,,,,
48,02/12/24 02:00:00 PM,7.179,,,,
49,02/12/24 03:00:00 PM,14.517,,,,
50,02/12/24 04:00:00 PM,7.280,,,,
51,02/12/24 05:00:00 PM,14.517,,,,
52,02/12/24 06:00:00 PM,1.872,,,,
53,02/12/24 07:00:00 PM,-1.456,,,,
54,02/12/24 08:00:00 PM,-2.727,,,,
55,02/12/24 09:00:00 PM,-3.434,,,,
56,02/12/24 10:00:00 PM,-3.079,,,,
57,02/12/24 11:00:00 PM,-4.393,,,,
58,02/13/24 12:00:00 AM,-2.844,,,,
59,02/13/24 01:00:00 AM,-4.514,,,,
60,02/13/24 02:00:00 AM,-5.003,,,,
61,02/13/24 03:00:00 AM,-4.758,,,,
62,02/13/24 04:00:00 AM,-5.372,,,,
63,02/13/24 05:00:00 AM,-5.496,,,,
64,02/13/24 06:00:00 AM,-5.995,,,,
65,02/13/24 07:00:00 AM,-6.373,,,,
66,02/13/24 08:00:00 AM,-5.995,,,,
67,02/13/24 09:00:00 AM,-4.880,,,,
68,02/13/24 10:00:00 AM,-2.377,,,,
69,02/13/24 11:00:00 AM,0.453,,,,
70,02/13/24 12:00:00 PM,3.683,,,,
71,02/13/24 01:00:00 PM,19.948,,,,
72,02/13/24 02:00:00 PM,10.161,,,,
73,02/13/24 03:00:00 PM,18.996,,,,
74,02/13/24 04:00:00 PM,10.259,,,,
75,02/13/24 05:00:00 PM,14.804,,,,
76,02/13/24 06:00:00 PM,3.472,,,,
