Plot Title: HOBO_362,,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 10389362, SEN S/N: 10389362)",Coupler Attached (LGR S/N: 10389362),Host Connected (LGR S/N: 10389362),Stopped (LGR S/N: 10389362),End Of File (LGR S/N: 10389362)
1,05/03/23 12:00:00 AM,12.304,,,,
2,05/03/23 01:00:00 AM,12.304,,,,
3,05/03/23 02:00:00 AM,11.916,,,,
4,05/03/23 03:00:00 AM,12.110,,,,
5,05/03/23 04:00:00 AM,12.013,,,,
6,05/03/23 05:00:00 AM,7.682,,,,
7,05/03/23 06:00:00 AM,9.866,,,,
8,05/03/23 07:00:00 AM,7.882,,,,
9,05/03/23 08:00:00 AM,9.866,,,,
10,05/03/23 09:00:00 AM,12.594,,,,
11,05/03/23 10:00:00 AM,15.282,,,,
12,05/03/23 11:00:00 AM,18.901,,,,
13,05/03/23 12:00:00 PM,21.091,,,,
14,05/03/23 01:00:00 PM,31.983,,,,
15,05/03/23 02:00:00 PM,34.691,,,,
16,05/03/23 03:00:00 PM,37.494,,,,
17,05/03/23 04:00:00 PM,32.086,,,,
18,05/03/23 05:00:00 PM,26.683,,,,
19,05/03/23 06:00:00 PM,24.545,,,,
20,05/03/23 07:00:00 PM,19.282,,,,
21,05/03/23 08:00:00 PM,17.475,,,,
22,05/03/23 09:00:00 PM,14.996,,,,
23,05/03/23 10:00:00 PM,15.951,,,,
24,05/03/23 11:00:00 PM,17.094,,,,
25,05/04/23 12:00:00 AM,16.618,,,,
26,05/04/23 01:00:00 AM,15.473,,,,
27,05/04/23 02:00:00 AM,15.473,,,,
28,05/04/23 03:00:00 AM,13.846,,,,
29,05/04/23 04:00:00 AM,12.304,,,,
30,05/04/23 05:00:00 AM,12.013,,,,
31,05/04/23 06:00:00 AM,11.431,,,,
32,05/04/23 07:00:00 AM,11.722,,,,
33,05/04/23 08:00:00 AM,12.401,,,,
34,05/04/23 09:00:00 AM,12.594,,,,
35,05/04/23 10:00:00 AM,15.378,,,,
36,05/04/23 11:00:00 AM,16.332,,,,
37,05/04/23 12:00:00 PM,18.236,,,,
38,05/04/23 01:00:00 PM,31.778,,,,
39,05/04/23 02:00:00 PM,27.961,,,,
40,05/04/23 03:00:00 PM,22.046,,,,
41,05/04/23 04:00:00 PM,29.552,,,,
42,05/04/23 05:00:00 PM,30.963,,,,
43,05/04/23 06:00:00 PM,23.004,,,,
44,05/04/23 07:00:00 PM,17.760,,,,
45,05/04/23 08:00:00 PM,15.569,,,,
46,05/04/23 09:00:00 PM,11.334,,,,
47,05/04/23 10:00:00 PM,10.357,,,,
48,05/04/23 11:00:00 PM,10.063,,,,
49,05/05/23 12:00:00 AM,8.481,,,,
50,05/05/23 01:00:00 AM,8.879,,,,
51,05/05/23 02:00:00 AM,10.944,,,,
52,05/05/23 03:00:00 AM,8.182,,,,
53,05/05/23 04:00:00 AM,6.775,,,,
54,05/05/23 05:00:00 AM,7.682,,,,
55,05/05/23 06:00:00 AM,7.983,,,,
56,05/05/23 07:00:00 AM,6.471,,,,
57,05/05/23 08:00:00 AM,8.182,,,,
58,05/05/23 09:00:00 AM,11.722,,,,
59,05/05/23 10:00:00 AM,11.916,,,,
60,05/05/23 11:00:00 AM,14.325,,,,
61,05/05/23 12:00:00 PM,14.517,,,,
62,05/05/23 01:00:00 PM,24.351,,,,
63,05/05/23 02:00:00 PM,20.138,,,,
64,05/05/23 03:00:00 PM,23.292,,,,
65,05/05/23 04:00:00 PM,23.100,,,,
66,05/05/23 05:00:00 PM,20.615,,,,
67,05/05/23 06:00:00 PM,15.091,,,,
68,05/05/23 07:00:00 PM,14.134,,,,
69,05/05/23 08:00:00 PM,12.497,,,,
70,05/05/23 09:00:00 PM,11.528,,,,
71,05/05/23 10:00:00 PM,10.846,,,,
72,05/05/23 11:00:00 PM,9.275,,,,
73,05/06/23 12:00:00 AM,7.782,,,,
74,05/06/23 01:00:00 AM,8.382,,,,
75,05/06/23 02:00:00 AM,8.382,,,,
76,05/06/23 03:00:00 AM,6.877,,,,
77,05/06/23 04:00:00 AM,5.037,,,,
78,05/06/23 05:00:00 AM,3.367,,,,
79,05/06/23 06:00:00 AM,4.519,,,,
80,05/06/23 07:00:00 AM,4.311,,,,
81,05/06/23 08:00:00 AM,7.882,,,,
82,05/06/23 09:00:00 AM,9.275,,,,
83,05/06/23 10:00:00 AM,11.916,,,,
84,05/06/23 11:00:00 AM,13.558,,,,
85,05/06/23 12:00:00 PM,14.996,,,,
86,05/06/23 01:00:00 PM,16.332,,,,
87,05/06/23 02:00:00 PM,20.519,,,,
88,05/06/23 03:00:00 PM,21.951,,,,
89,05/06/23 04:00:00 PM,16.808,,,,
90,05/06/23 05:00:00 PM,14.038,,,,
91,05/06/23 06:00:00 PM,16.141,,,,
92,05/06/23 07:00:00 PM,14.804,,,,
93,05/06/23 08:00:00 PM,12.787,,,,
94,05/06/23 09:00:00 PM,10.748,,,,
95,05/06/23 10:00:00 PM,11.334,,,,
96,05/06/23 11:00:00 PM,11.431,,,,
97,05/07/23 12:00:00 AM,11.041,,,,
98,05/07/23 01:00:00 AM,10.748,,,,
99,05/07/23 02:00:00 AM,11.431,,,,
100,05/07/23 03:00:00 AM,10.846,,,,
101,05/07/23 04:00:00 AM,10.063,,,,
102,05/07/23 05:00:00 AM,9.571,,,,
103,05/07/23 06:00:00 AM,8.481,,,,
104,05/07/23 07:00:00 AM,7.079,,,,
105,05/07/23 08:00:00 AM,8.282,,,,
106,05/07/23 09:00:00 AM,7.983,,,,
107,05/07/23 10:00:00 AM,11.041,,,,
108,05/07/23 11:00:00 AM,10.944,,,,
109,05/07/23 12:00:00 PM,13.654,,,,
110,05/07/23 01:00:00 PM,15.473,,,,
111,05/07/23 02:00:00 PM,13.846,,,,
112,05/07/23 03:00:00 PM,16.523,,,,
113,05/07/23 04:00:00 PM,20.805,,,,
114,05/07/23 05:00:00 PM,17.284,,,,
115,05/07/23 06:00:00 PM,16.523,,,,
116,05/07/23 07:00:00 PM,13.076,,,,
117,05/07/23 08:00:00 PM,9.275,,,,
118,05/07/23 09:00:00 PM,8.481,,,,
119,05/07/23 10:00:00 PM,8.779,,,,
120,05/07/23 11:00:00 PM,9.275,,,,
121,05/08/23 12:00:00 AM,9.373,,,,
122,05/08/23 01:00:00 AM,8.879,,,,
123,05/08/23 02:00:00 AM,6.978,,,,
124,05/08/23 03:00:00 AM,5.450,,,,
125,05/08/23 04:00:00 AM,5.552,,,,
126,05/08/23 05:00:00 AM,4.102,,,,
127,05/08/23 06:00:00 AM,4.102,,,,
128,05/08/23 07:00:00 AM,5.450,,,,
129,05/08/23 08:00:00 AM,6.573,,,,
130,05/08/23 09:00:00 AM,8.978,,,,
131,05/08/23 10:00:00 AM,12.110,,,,
132,05/08/23 11:00:00 AM,15.282,,,,
133,05/08/23 12:00:00 PM,19.948,,,,
134,05/08/23 01:00:00 PM,23.004,,,,
135,05/08/23 02:00:00 PM,25.319,,,,
136,05/08/23 03:00:00 PM,21.855,,,,
137,05/08/23 04:00:00 PM,29.152,,,,
138,05/08/23 05:00:00 PM,29.652,,,,
139,05/08/23 06:00:00 PM,19.092,,,,
140,05/08/23 07:00:00 PM,18.996,,,,
141,05/08/23 08:00:00 PM,17.379,,,,
142,05/08/23 09:00:00 PM,15.378,,,,
143,05/08/23 10:00:00 PM,15.664,,,,
144,05/08/23 11:00:00 PM,14.421,,,,
145,05/09/23 12:00:00 AM,14.900,,,,
146,05/09/23 01:00:00 AM,14.517,,,,
147,05/09/23 02:00:00 AM,13.750,,,,
148,05/09/23 03:00:00 AM,12.497,,,,
149,05/09/23 04:00:00 AM,11.819,,,,
150,05/09/23 05:00:00 AM,11.236,,,,
151,05/09/23 06:00:00 AM,11.041,,,,
152,05/09/23 07:00:00 AM,11.722,,,,
153,05/09/23 08:00:00 AM,14.038,,,,
154,05/09/23 09:00:00 AM,12.304,,,,
155,05/09/23 10:00:00 AM,16.141,,,,
156,05/09/23 11:00:00 AM,17.855,,,,
157,05/09/23 12:00:00 PM,22.908,,,,
158,05/09/23 01:00:00 PM,33.535,,,,
159,05/09/23 02:00:00 PM,35.756,,,,
160,05/09/23 03:00:00 PM,29.652,,,,
161,05/09/23 04:00:00 PM,31.268,,,,
162,05/09/23 05:00:00 PM,22.525,,,,
163,05/09/23 06:00:00 PM,19.282,,,,
164,05/09/23 07:00:00 PM,15.951,,,,
165,05/09/23 08:00:00 PM,12.401,,,,
166,05/09/23 09:00:00 PM,13.558,,,,
167,05/09/23 10:00:00 PM,14.230,,,,
168,05/09/23 11:00:00 PM,14.038,,,,
169,05/10/23 12:00:00 AM,11.528,,,,
170,05/10/23 01:00:00 AM,12.883,,,,
171,05/10/23 02:00:00 AM,10.846,,,,
172,05/10/23 03:00:00 AM,12.401,,,,
173,05/10/23 04:00:00 AM,12.497,,,,
174,05/10/23 05:00:00 AM,12.787,,,,
175,05/10/23 06:00:00 AM,13.365,,,,
176,05/10/23 07:00:00 AM,13.173,,,,
177,05/10/23 08:00:00 AM,11.916,,,,
178,05/10/23 09:00:00 AM,13.173,,,,
179,05/10/23 10:00:00 AM,18.236,,,,
180,05/10/23 11:00:00 AM,20.043,,,,
181,05/10/23 12:00:00 PM,20.901,,,,
182,05/10/23 01:00:00 PM,18.236,,,,
183,05/10/23 02:00:00 PM,17.094,,,,
184,05/10/23 03:00:00 PM,17.665,,,,
185,05/10/23 04:00:00 PM,16.713,,,,
186,05/10/23 05:00:00 PM,12.401,,,,
187,05/10/23 06:00:00 PM,15.760,,,,
188,05/10/23 07:00:00 PM,14.230,,,,
189,05/10/23 08:00:00 PM,12.304,,,,
190,05/10/23 09:00:00 PM,11.722,,,,
191,05/10/23 10:00:00 PM,12.594,,,,
192,05/10/23 11:00:00 PM,11.041,,,,
193,05/11/23 12:00:00 AM,11.139,,,,
194,05/11/23 01:00:00 AM,10.063,,,,
195,05/11/23 02:00:00 AM,9.866,,,,
196,05/11/23 03:00:00 AM,9.077,,,,
197,05/11/23 04:00:00 AM,9.176,,,,
198,05/11/23 05:00:00 AM,9.077,,,,
199,05/11/23 06:00:00 AM,9.176,,,,
200,05/11/23 07:00:00 AM,9.768,,,,
201,05/11/23 08:00:00 AM,10.357,,,,
202,05/11/23 09:00:00 AM,12.110,,,,
203,05/11/23 10:00:00 AM,12.594,,,,
204,05/11/23 11:00:00 AM,16.046,,,,
205,05/11/23 12:00:00 PM,18.711,,,,
206,05/11/23 01:00:00 PM,24.351,,,,
207,05/11/23 02:00:00 PM,23.388,,,,
208,05/11/23 03:00:00 PM,25.513,,,,
209,05/11/23 04:00:00 PM,21.569,,,,
210,05/11/23 05:00:00 PM,19.567,,,,
211,05/11/23 06:00:00 PM,20.138,,,,
212,05/11/23 07:00:00 PM,15.760,,,,
213,05/11/23 08:00:00 PM,12.401,,,,
214,05/11/23 09:00:00 PM,10.553,,,,
215,05/11/23 10:00:00 PM,9.373,,,,
216,05/11/23 11:00:00 PM,9.472,,,,
217,05/12/23 12:00:00 AM,8.581,,,,
218,05/12/23 01:00:00 AM,8.082,,,,
219,05/12/23 02:00:00 AM,7.882,,,,
220,05/12/23 03:00:00 AM,6.674,,,,
221,05/12/23 04:00:00 AM,7.079,,,,
222,05/12/23 05:00:00 AM,5.757,,,,
223,05/12/23 06:00:00 AM,6.064,,,,
224,05/12/23 07:00:00 AM,6.370,,,,
225,05/12/23 08:00:00 AM,8.382,,,,
226,05/12/23 09:00:00 AM,11.528,,,,
227,05/12/23 10:00:00 AM,13.076,,,,
228,05/12/23 11:00:00 AM,15.569,,,,
229,05/12/23 12:00:00 PM,19.948,,,,
230,05/12/23 01:00:00 PM,32.188,,,,
231,05/12/23 02:00:00 PM,34.796,,,,
232,05/12/23 03:00:00 PM,33.953,,,,
233,05/12/23 04:00:00 PM,33.326,,,,
234,05/12/23 05:00:00 PM,30.558,,,,
235,05/12/23 06:00:00 PM,18.236,,,,
236,05/12/23 07:00:00 PM,15.569,,,,
237,05/12/23 08:00:00 PM,12.401,,,,
238,05/12/23 09:00:00 PM,10.944,,,,
239,05/12/23 10:00:00 PM,10.063,,,,
240,05/12/23 11:00:00 PM,8.978,,,,
241,05/13/23 12:00:00 AM,8.282,,,,
242,05/13/23 01:00:00 AM,7.983,,,,
243,05/13/23 02:00:00 AM,7.280,,,,
244,05/13/23 03:00:00 AM,6.775,,,,
245,05/13/23 04:00:00 AM,8.182,,,,
246,05/13/23 05:00:00 AM,9.077,,,,
247,05/13/23 06:00:00 AM,6.674,,,,
248,05/13/23 07:00:00 AM,8.382,,,,
249,05/13/23 08:00:00 AM,8.978,,,,
250,05/13/23 09:00:00 AM,11.625,,,,
251,05/13/23 10:00:00 AM,13.461,,,,
252,05/13/23 11:00:00 AM,15.282,,,,
253,05/13/23 12:00:00 PM,21.091,,,,
254,05/13/23 01:00:00 PM,29.953,,,,
255,05/13/23 02:00:00 PM,17.855,,,,
256,05/13/23 03:00:00 PM,18.521,,,,
257,05/13/23 04:00:00 PM,18.901,,,,
258,05/13/23 05:00:00 PM,21.378,,,,
259,05/13/23 06:00:00 PM,20.234,,,,
260,05/13/23 07:00:00 PM,17.950,,,,
261,05/13/23 08:00:00 PM,15.473,,,,
262,05/13/23 09:00:00 PM,14.900,,,,
