Plot Title: HOBO_562,,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 10331562, SEN S/N: 10331562)",Coupler Attached (LGR S/N: 10331562),Host Connected (LGR S/N: 10331562),Stopped (LGR S/N: 10331562),End Of File (LGR S/N: 10331562)
1,05/03/23 12:00:00 AM,7.682,,,,
2,05/03/23 01:00:00 AM,8.182,,,,
3,05/03/23 02:00:00 AM,7.582,,,,
4,05/03/23 03:00:00 AM,7.682,,,,
5,05/03/23 04:00:00 AM,7.582,,,,
6,05/03/23 05:00:00 AM,5.655,,,,
7,05/03/23 06:00:00 AM,5.347,,,,
8,05/03/23 07:00:00 AM,6.877,,,,
9,05/03/23 08:00:00 AM,12.980,,,,
10,05/03/23 09:00:00 AM,15.282,,,,
11,05/03/23 10:00:00 AM,20.043,,,,
12,05/03/23 11:00:00 AM,20.138,,,,
13,05/03/23 12:00:00 PM,21.855,,,,
14,05/03/23 01:00:00 PM,23.004,,,,
15,05/03/23 02:00:00 PM,26.879,,,,
16,05/03/23 03:00:00 PM,22.908,,,,
17,05/03/23 04:00:00 PM,23.581,,,,
18,05/03/23 05:00:00 PM,21.664,,,,
19,05/03/23 06:00:00 PM,22.812,,,,
20,05/03/23 07:00:00 PM,18.996,,,,
21,05/03/23 08:00:00 PM,16.713,,,,
22,05/03/23 09:00:00 PM,14.230,,,,
23,05/03/23 10:00:00 PM,15.951,,,,
24,05/03/23 11:00:00 PM,16.523,,,,
25,05/04/23 12:00:00 AM,16.332,,,,
26,05/04/23 01:00:00 AM,15.473,,,,
27,05/04/23 02:00:00 AM,15.091,,,,
28,05/04/23 03:00:00 AM,13.558,,,,
29,05/04/23 04:00:00 AM,11.528,,,,
30,05/04/23 05:00:00 AM,10.944,,,,
31,05/04/23 06:00:00 AM,10.455,,,,
32,05/04/23 07:00:00 AM,11.528,,,,
33,05/04/23 08:00:00 AM,12.207,,,,
34,05/04/23 09:00:00 AM,14.230,,,,
35,05/04/23 10:00:00 AM,19.567,,,,
36,05/04/23 11:00:00 AM,17.379,,,,
37,05/04/23 12:00:00 PM,19.567,,,,
38,05/04/23 01:00:00 PM,21.855,,,,
39,05/04/23 02:00:00 PM,24.062,,,,
40,05/04/23 03:00:00 PM,20.329,,,,
41,05/04/23 04:00:00 PM,21.091,,,,
42,05/04/23 05:00:00 PM,21.378,,,,
43,05/04/23 06:00:00 PM,20.710,,,,
44,05/04/23 07:00:00 PM,17.665,,,,
45,05/04/23 08:00:00 PM,14.421,,,,
46,05/04/23 09:00:00 PM,9.373,,,,
47,05/04/23 10:00:00 PM,8.978,,,,
48,05/04/23 11:00:00 PM,7.682,,,,
49,05/05/23 12:00:00 AM,6.573,,,,
50,05/05/23 01:00:00 AM,5.655,,,,
51,05/05/23 02:00:00 AM,7.682,,,,
52,05/05/23 03:00:00 AM,6.064,,,,
53,05/05/23 04:00:00 AM,5.141,,,,
54,05/05/23 05:00:00 AM,7.179,,,,
55,05/05/23 06:00:00 AM,5.655,,,,
56,05/05/23 07:00:00 AM,4.831,,,,
57,05/05/23 08:00:00 AM,10.455,,,,
58,05/05/23 09:00:00 AM,13.846,,,,
59,05/05/23 10:00:00 AM,13.269,,,,
60,05/05/23 11:00:00 AM,20.996,,,,
61,05/05/23 12:00:00 PM,17.665,,,,
62,05/05/23 01:00:00 PM,17.379,,,,
63,05/05/23 02:00:00 PM,20.234,,,,
64,05/05/23 03:00:00 PM,17.855,,,,
65,05/05/23 04:00:00 PM,17.665,,,,
66,05/05/23 05:00:00 PM,15.855,,,,
67,05/05/23 06:00:00 PM,14.421,,,,
68,05/05/23 07:00:00 PM,14.230,,,,
69,05/05/23 08:00:00 PM,11.431,,,,
70,05/05/23 09:00:00 PM,10.455,,,,
71,05/05/23 10:00:00 PM,10.063,,,,
72,05/05/23 11:00:00 PM,8.182,,,,
73,05/06/23 12:00:00 AM,5.757,,,,
74,05/06/23 01:00:00 AM,8.082,,,,
75,05/06/23 02:00:00 AM,7.882,,,,
76,05/06/23 03:00:00 AM,6.064,,,,
77,05/06/23 04:00:00 AM,3.893,,,,
78,05/06/23 05:00:00 AM,1.656,,,,
79,05/06/23 06:00:00 AM,1.330,,,,
80,05/06/23 07:00:00 AM,3.155,,,,
81,05/06/23 08:00:00 AM,9.472,,,,
82,05/06/23 09:00:00 AM,12.401,,,,
83,05/06/23 10:00:00 AM,13.942,,,,
84,05/06/23 11:00:00 AM,14.804,,,,
85,05/06/23 12:00:00 PM,13.942,,,,
86,05/06/23 01:00:00 PM,14.517,,,,
87,05/06/23 02:00:00 PM,16.713,,,,
88,05/06/23 03:00:00 PM,15.855,,,,
89,05/06/23 04:00:00 PM,16.141,,,,
90,05/06/23 05:00:00 PM,13.558,,,,
91,05/06/23 06:00:00 PM,15.855,,,,
92,05/06/23 07:00:00 PM,14.613,,,,
93,05/06/23 08:00:00 PM,11.528,,,,
94,05/06/23 09:00:00 PM,9.866,,,,
95,05/06/23 10:00:00 PM,8.978,,,,
96,05/06/23 11:00:00 PM,8.978,,,,
97,05/07/23 12:00:00 AM,8.879,,,,
98,05/07/23 01:00:00 AM,8.581,,,,
99,05/07/23 02:00:00 AM,10.748,,,,
100,05/07/23 03:00:00 AM,9.965,,,,
101,05/07/23 04:00:00 AM,9.472,,,,
102,05/07/23 05:00:00 AM,8.978,,,,
103,05/07/23 06:00:00 AM,7.983,,,,
104,05/07/23 07:00:00 AM,6.877,,,,
105,05/07/23 08:00:00 AM,8.082,,,,
106,05/07/23 09:00:00 AM,8.082,,,,
107,05/07/23 10:00:00 AM,11.722,,,,
108,05/07/23 11:00:00 AM,10.748,,,,
109,05/07/23 12:00:00 PM,12.497,,,,
110,05/07/23 01:00:00 PM,13.558,,,,
111,05/07/23 02:00:00 PM,13.173,,,,
112,05/07/23 03:00:00 PM,14.230,,,,
113,05/07/23 04:00:00 PM,14.900,,,,
114,05/07/23 05:00:00 PM,14.804,,,,
115,05/07/23 06:00:00 PM,14.804,,,,
116,05/07/23 07:00:00 PM,13.558,,,,
117,05/07/23 08:00:00 PM,8.779,,,,
118,05/07/23 09:00:00 PM,6.370,,,,
119,05/07/23 10:00:00 PM,6.370,,,,
120,05/07/23 11:00:00 PM,6.064,,,,
121,05/08/23 12:00:00 AM,6.064,,,,
122,05/08/23 01:00:00 AM,5.450,,,,
123,05/08/23 02:00:00 AM,4.102,,,,
124,05/08/23 03:00:00 AM,3.788,,,,
125,05/08/23 04:00:00 AM,3.578,,,,
126,05/08/23 05:00:00 AM,2.303,,,,
127,05/08/23 06:00:00 AM,2.195,,,,
128,05/08/23 07:00:00 AM,4.934,,,,
129,05/08/23 08:00:00 AM,9.866,,,,
130,05/08/23 09:00:00 AM,13.942,,,,
131,05/08/23 10:00:00 AM,18.521,,,,
132,05/08/23 11:00:00 AM,18.045,,,,
133,05/08/23 12:00:00 PM,23.196,,,,
134,05/08/23 01:00:00 PM,18.901,,,,
135,05/08/23 02:00:00 PM,21.569,,,,
136,05/08/23 03:00:00 PM,19.092,,,,
137,05/08/23 04:00:00 PM,21.664,,,,
138,05/08/23 05:00:00 PM,20.996,,,,
139,05/08/23 06:00:00 PM,18.711,,,,
140,05/08/23 07:00:00 PM,19.092,,,,
141,05/08/23 08:00:00 PM,16.808,,,,
142,05/08/23 09:00:00 PM,14.038,,,,
143,05/08/23 10:00:00 PM,13.846,,,,
144,05/08/23 11:00:00 PM,11.625,,,,
145,05/09/23 12:00:00 AM,11.819,,,,
146,05/09/23 01:00:00 AM,11.528,,,,
147,05/09/23 02:00:00 AM,10.651,,,,
148,05/09/23 03:00:00 AM,8.282,,,,
149,05/09/23 04:00:00 AM,9.077,,,,
150,05/09/23 05:00:00 AM,8.382,,,,
151,05/09/23 06:00:00 AM,8.581,,,,
152,05/09/23 07:00:00 AM,9.669,,,,
153,05/09/23 08:00:00 AM,15.473,,,,
154,05/09/23 09:00:00 AM,17.760,,,,
155,05/09/23 10:00:00 AM,22.429,,,,
156,05/09/23 11:00:00 AM,23.004,,,,
157,05/09/23 12:00:00 PM,25.028,,,,
158,05/09/23 01:00:00 PM,23.869,,,,
159,05/09/23 02:00:00 PM,28.357,,,,
160,05/09/23 03:00:00 PM,22.238,,,,
161,05/09/23 04:00:00 PM,21.760,,,,
162,05/09/23 05:00:00 PM,19.662,,,,
163,05/09/23 06:00:00 PM,18.331,,,,
164,05/09/23 07:00:00 PM,16.141,,,,
165,05/09/23 08:00:00 PM,11.431,,,,
166,05/09/23 09:00:00 PM,10.063,,,,
167,05/09/23 10:00:00 PM,10.063,,,,
168,05/09/23 11:00:00 PM,10.063,,,,
169,05/10/23 12:00:00 AM,8.680,,,,
170,05/10/23 01:00:00 AM,8.282,,,,
171,05/10/23 02:00:00 AM,7.280,,,,
172,05/10/23 03:00:00 AM,8.978,,,,
173,05/10/23 04:00:00 AM,10.553,,,,
174,05/10/23 05:00:00 AM,10.455,,,,
175,05/10/23 06:00:00 AM,12.594,,,,
176,05/10/23 07:00:00 AM,12.883,,,,
177,05/10/23 08:00:00 AM,12.787,,,,
178,05/10/23 09:00:00 AM,18.901,,,,
179,05/10/23 10:00:00 AM,24.158,,,,
180,05/10/23 11:00:00 AM,24.351,,,,
181,05/10/23 12:00:00 PM,22.908,,,,
182,05/10/23 01:00:00 PM,17.284,,,,
183,05/10/23 02:00:00 PM,16.713,,,,
184,05/10/23 03:00:00 PM,17.475,,,,
185,05/10/23 04:00:00 PM,17.379,,,,
186,05/10/23 05:00:00 PM,12.207,,,,
187,05/10/23 06:00:00 PM,15.473,,,,
188,05/10/23 07:00:00 PM,13.942,,,,
189,05/10/23 08:00:00 PM,12.013,,,,
190,05/10/23 09:00:00 PM,10.553,,,,
191,05/10/23 10:00:00 PM,11.625,,,,
192,05/10/23 11:00:00 PM,10.259,,,,
193,05/11/23 12:00:00 AM,10.161,,,,
194,05/11/23 01:00:00 AM,9.571,,,,
195,05/11/23 02:00:00 AM,9.669,,,,
196,05/11/23 03:00:00 AM,8.082,,,,
197,05/11/23 04:00:00 AM,8.182,,,,
198,05/11/23 05:00:00 AM,8.182,,,,
199,05/11/23 06:00:00 AM,8.382,,,,
200,05/11/23 07:00:00 AM,9.472,,,,
201,05/11/23 08:00:00 AM,10.161,,,,
202,05/11/23 09:00:00 AM,12.304,,,,
203,05/11/23 10:00:00 AM,12.497,,,,
204,05/11/23 11:00:00 AM,18.236,,,,
205,05/11/23 12:00:00 PM,18.521,,,,
206,05/11/23 01:00:00 PM,20.043,,,,
207,05/11/23 02:00:00 PM,19.472,,,,
208,05/11/23 03:00:00 PM,18.806,,,,
209,05/11/23 04:00:00 PM,18.521,,,,
210,05/11/23 05:00:00 PM,17.760,,,,
211,05/11/23 06:00:00 PM,18.901,,,,
212,05/11/23 07:00:00 PM,16.618,,,,
213,05/11/23 08:00:00 PM,13.365,,,,
214,05/11/23 09:00:00 PM,10.161,,,,
215,05/11/23 10:00:00 PM,7.983,,,,
216,05/11/23 11:00:00 PM,9.077,,,,
217,05/12/23 12:00:00 AM,7.381,,,,
218,05/12/23 01:00:00 AM,6.978,,,,
219,05/12/23 02:00:00 AM,7.179,,,,
220,05/12/23 03:00:00 AM,5.552,,,,
221,05/12/23 04:00:00 AM,5.141,,,,
222,05/12/23 05:00:00 AM,4.727,,,,
223,05/12/23 06:00:00 AM,3.788,,,,
224,05/12/23 07:00:00 AM,6.471,,,,
225,05/12/23 08:00:00 AM,12.690,,,,
226,05/12/23 09:00:00 AM,14.517,,,,
227,05/12/23 10:00:00 AM,18.140,,,,
228,05/12/23 11:00:00 AM,21.760,,,,
229,05/12/23 12:00:00 PM,22.717,,,,
230,05/12/23 01:00:00 PM,21.187,,,,
231,05/12/23 02:00:00 PM,24.545,,,,
232,05/12/23 03:00:00 PM,20.138,,,,
233,05/12/23 04:00:00 PM,19.187,,,,
234,05/12/23 05:00:00 PM,20.234,,,,
235,05/12/23 06:00:00 PM,16.999,,,,
236,05/12/23 07:00:00 PM,16.523,,,,
237,05/12/23 08:00:00 PM,13.654,,,,
238,05/12/23 09:00:00 PM,11.139,,,,
239,05/12/23 10:00:00 PM,10.944,,,,
240,05/12/23 11:00:00 PM,9.077,,,,
241,05/13/23 12:00:00 AM,8.282,,,,
242,05/13/23 01:00:00 AM,7.682,,,,
243,05/13/23 02:00:00 AM,6.268,,,,
244,05/13/23 03:00:00 AM,5.757,,,,
245,05/13/23 04:00:00 AM,6.877,,,,
246,05/13/23 05:00:00 AM,7.782,,,,
247,05/13/23 06:00:00 AM,5.757,,,,
248,05/13/23 07:00:00 AM,7.983,,,,
249,05/13/23 08:00:00 AM,13.269,,,,
250,05/13/23 09:00:00 AM,15.760,,,,
251,05/13/23 10:00:00 AM,18.426,,,,
252,05/13/23 11:00:00 AM,15.951,,,,
253,05/13/23 12:00:00 PM,22.621,,,,
254,05/13/23 01:00:00 PM,21.760,,,,
255,05/13/23 02:00:00 PM,18.045,,,,
256,05/13/23 03:00:00 PM,18.045,,,,
257,05/13/23 04:00:00 PM,18.521,,,,
258,05/13/23 05:00:00 PM,19.758,,,,
259,05/13/23 06:00:00 PM,19.282,,,,
